City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Inhambane,MZ,-23.865,35.3833,70.52,74,4,9.69,clear sky
473,Kinsale,IE,51.7075,-8.5306,42.17,87,40,10.36,scattered clouds
474,Batagay,RU,67.6333,134.6333,-36.42,98,77,2.46,broken clouds
475,Thinadhoo,MV,0.5333,72.9333,81.07,71,55,17.4,broken clouds
476,Lieksa,FI,63.3167,30.0167,18.72,91,91,7.16,overcast clouds
477,Karwar,IN,14.8,74.1333,77.11,78,99,5.79,light rain
478,Jiguani,CU,20.3667,-76.4272,78.58,74,95,9.19,overcast clouds
479,Natal,BR,-5.795,-35.2094,83.05,74,40,10.36,scattered clouds
480,Elat,IL,29.5581,34.9482,64.24,68,53,5.75,haze
481,Kokoda,PG,-8.8785,147.7407,76.12,93,100,0.63,overcast clouds
482,Aracati,BR,-4.5617,-37.7697,81.3,70,13,12.64,few clouds
483,Biskamzha,RU,53.4497,89.5272,34.36,98,100,10.2,moderate rain
484,Valparaiso,CL,-33.0393,-71.6273,80.83,55,0,11.5,clear sky
485,Luxor,EG,25.6989,32.6421,69.85,34,3,4.88,clear sky
486,Chipinge,ZW,-20.1883,32.6236,60.76,90,96,8.41,overcast clouds
487,Bubaque,GW,11.2833,-15.8333,83.46,72,98,14.14,overcast clouds
488,Ostrovnoy,RU,68.0531,39.5131,20.39,65,100,3.89,overcast clouds
489,Hoquiam,US,46.9809,-123.8893,52.02,89,90,26.46,moderate rain
490,Vila Velha,BR,-20.3297,-40.2925,76.95,79,75,1.99,broken clouds
491,Jiaojiang,CN,28.6803,121.4428,45.0,70,0,4.03,clear sky
492,Haines Junction,CA,60.7522,-137.5108,3.15,72,100,4.61,light snow
493,Toumodi,CI,6.5613,-5.0158,79.99,68,44,5.23,scattered clouds
494,Port Augusta,AU,-32.5,137.7667,59.14,70,0,21.7,clear sky
495,Grand Gaube,MU,-20.0064,57.6608,72.37,79,0,4.0,clear sky
496,Baiyin,CN,36.5583,104.2081,32.72,33,36,0.63,scattered clouds
497,Marbella,ES,36.5154,-4.8858,53.26,81,70,3.24,broken clouds
498,Bangangte,CM,5.1409,10.5198,62.47,91,13,3.98,few clouds
499,Meulaboh,ID,4.1363,96.1285,77.05,87,100,4.25,overcast clouds
500,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,73,75,14.97,broken clouds
501,Matara,LK,5.9485,80.5353,75.06,93,99,6.98,overcast clouds
502,Cidreira,BR,-30.1811,-50.2056,70.29,94,100,5.12,heavy intensity rain
503,Jalu,LY,29.0331,21.5482,71.06,27,2,12.62,clear sky
504,Nordborg,DK,55.0573,9.7408,42.66,70,19,9.22,few clouds
505,Nzerekore,GN,7.7562,-8.8179,73.98,46,7,2.37,clear sky
506,Omsukchan,RU,62.5333,155.8,-29.52,99,24,4.59,few clouds
507,Trincomalee,LK,8.5711,81.2335,80.37,82,100,2.51,overcast clouds
508,Leningradskiy,RU,69.3833,178.4167,-22.52,97,100,5.1,overcast clouds
509,Murdochville,CA,48.9583,-65.5006,29.28,98,100,2.98,overcast clouds
510,Hamilton,US,39.1834,-84.5333,48.97,96,90,3.0,mist
511,Harper,LR,4.375,-7.7169,80.33,83,56,9.46,broken clouds
512,Forbach,FR,49.1833,6.9,38.86,89,75,2.3,broken clouds
513,Mankachar,IN,25.5333,89.8667,62.13,63,0,3.85,clear sky
514,Ampanihy,MG,-24.7,44.75,65.59,64,26,11.43,scattered clouds
515,Sidney,AU,-33.8679,151.2073,62.8,95,90,3.0,light rain
516,Tolmin,SI,46.183,13.7332,51.06,90,100,8.99,overcast clouds
517,Porto Novo,BJ,6.4965,2.6036,84.02,81,13,7.14,few clouds
518,Jaumave,MX,23.4167,-99.3833,74.48,55,24,5.79,few clouds
519,Neiafu,TO,-18.65,-173.9833,84.88,70,75,4.61,light rain
520,Haapsalu,EE,58.9431,23.5414,39.02,94,100,7.65,light rain
521,Kemijarvi,FI,66.7131,27.4306,19.58,95,100,6.67,overcast clouds
522,Pedra,BR,-8.4969,-36.9408,84.34,44,32,10.13,scattered clouds
523,Singarayakonda,IN,15.25,80.0333,78.06,83,100,8.28,overcast clouds
524,Codajas,BR,-3.8367,-62.0569,86.13,62,98,0.63,overcast clouds
525,Yucaipa,US,34.0336,-117.0431,70.27,10,0,1.01,clear sky
526,Tezu,IN,27.9167,96.1667,59.76,58,8,4.07,clear sky
527,Canico,PT,32.6333,-16.85,64.71,82,75,10.36,broken clouds
528,Balabac,PH,7.9868,117.0645,79.81,80,100,0.54,overcast clouds
529,Anloga,GH,5.7947,0.8973,82.8,81,28,13.0,scattered clouds
530,Qui Nhon,VN,13.7667,109.2333,73.49,86,100,15.61,overcast clouds
531,Zunyi,CN,27.6867,106.9072,46.2,78,15,3.27,few clouds
532,Pedra Branca,BR,-5.4542,-39.7172,87.21,31,51,4.0,broken clouds
533,La Oroya,PE,-11.5189,-75.8994,52.7,65,95,10.65,overcast clouds
534,Ghanzi,BW,-21.5667,21.7833,81.19,16,2,9.62,clear sky
535,Zaraza,VE,9.3503,-65.3245,84.11,62,94,8.66,overcast clouds
536,Narsaq,GL,60.9167,-46.05,34.02,99,100,7.16,overcast clouds
537,Alofi,NU,-19.0595,-169.9187,82.29,83,75,5.75,light rain
538,Piacabucu,BR,-10.4056,-36.4344,80.1,78,42,10.36,scattered clouds
539,Santa Maria La Alta,MX,18.6,-97.6667,72.14,27,0,9.48,clear sky
540,Temyasovo,RU,52.9933,58.1014,17.96,93,87,14.16,overcast clouds
541,Elbistan,TR,38.2059,37.1983,46.18,85,100,0.78,overcast clouds
542,Egvekinot,RU,66.3167,-179.1667,-17.7,88,83,10.8,broken clouds
543,Chifeng,CN,42.2683,118.9636,25.09,62,0,5.55,clear sky
544,Donskoye,RU,45.4552,41.9741,32.13,83,3,8.99,clear sky
545,Talara,PE,-4.5772,-81.2719,75.96,64,0,11.5,clear sky
546,Morbegno,IT,46.1383,9.57,47.25,99,100,0.74,overcast clouds
547,Kiama,AU,-34.6833,150.8667,61.57,96,100,5.01,moderate rain
548,George Town,MY,5.4112,100.3354,78.73,92,40,0.0,scattered clouds
549,Saint-Augustin,CA,51.226,-58.6502,44.6,98,100,17.34,overcast clouds
550,Arak,IR,34.0917,49.6892,43.7,60,89,1.72,overcast clouds
551,Hermiston,US,45.8404,-119.2895,56.41,60,1,3.44,clear sky
552,Mairana,BO,-18.1167,-63.9333,70.36,69,75,6.33,broken clouds
553,Cap Malheureux,MU,-19.9842,57.6142,73.47,79,0,4.23,clear sky
554,Qandala,SO,11.472,49.8728,78.76,85,33,5.82,light rain
555,Netivot,IL,31.4222,34.5886,62.62,78,31,2.91,scattered clouds
556,Puri,IN,19.8,85.85,72.12,75,14,5.19,few clouds
557,Ritchie,ZA,-29.038,24.6028,61.81,56,100,13.24,overcast clouds
558,Dolzhanskaya,RU,46.6311,37.8039,34.92,60,0,12.19,clear sky
559,Coahuayana,MX,18.7333,-103.6833,92.68,50,6,6.35,clear sky
560,Canutama,BR,-6.5339,-64.3831,89.02,58,100,2.73,moderate rain
561,Santa Cruz,BO,-17.8,-63.1667,86.05,62,40,14.97,scattered clouds
562,Waris Aliganj,IN,25.0167,85.6333,61.21,45,0,3.89,clear sky
563,Svencionys,LT,55.15,26.1667,32.49,84,44,11.43,scattered clouds
564,Umm Kaddadah,SD,13.6017,26.6876,69.13,15,0,11.63,clear sky
565,Sisimiut,GL,66.9395,-53.6735,22.98,73,100,14.36,overcast clouds
566,Caucaia,BR,-3.7361,-38.6531,85.06,74,0,9.22,clear sky
567,Jonkoping,SE,57.7814,14.1562,38.39,100,75,5.75,drizzle
568,Nouadhibou,MR,20.931,-17.0347,76.98,65,18,10.36,few clouds
569,Mandello Del Lario,IT,45.9192,9.3193,45.97,96,100,1.99,overcast clouds
570,Burnie,AU,-41.0667,145.9167,54.91,76,100,11.99,overcast clouds
571,Whitefish,US,48.4111,-114.3376,42.21,80,90,0.0,overcast clouds
572,Son La,VN,21.3167,103.9,54.84,96,49,3.24,scattered clouds
573,Panzhihua,CN,26.5851,101.7128,47.89,85,6,1.07,clear sky
574,Kloulklubed,PW,7.0419,134.2556,83.64,76,75,14.03,broken clouds
575,Beipiao,CN,41.7919,120.7792,21.63,79,4,1.66,clear sky
576,Oussouye,SN,12.485,-16.5469,80.78,77,98,6.06,overcast clouds
577,Simao,CN,22.7886,100.9748,52.84,98,43,2.04,scattered clouds
578,Kedrovyy,RU,56.1667,91.8167,23.41,98,100,9.71,snow
579,Vanimo,PG,-2.6741,141.3028,76.3,90,100,7.14,overcast clouds
580,Warren,US,39.4334,-84.1666,48.69,89,90,3.0,mist
581,Bartica,GY,6.4,-58.6167,80.92,94,96,3.53,overcast clouds
582,Rancho Veloz,CU,22.8806,-80.3917,77.49,59,19,9.93,few clouds
583,Krasnaya Gorbatka,RU,55.8703,41.7641,34.5,91,100,12.84,overcast clouds
584,Puerto Carreno,CO,6.189,-67.4859,85.95,67,100,0.74,overcast clouds
585,Tank,PK,32.2217,70.3793,63.34,23,0,2.26,clear sky
586,Hirado,JP,33.3597,129.5531,57.02,54,0,15.9,clear sky
587,Beberibe,BR,-4.1797,-38.1306,85.15,76,28,10.71,scattered clouds
588,Baracoa,CU,20.3467,-74.4958,77.14,69,95,9.66,overcast clouds
589,Melo,UY,-32.3667,-54.1833,67.3,93,96,6.6,overcast clouds
590,Tucuma,BR,-0.1833,-50.05,81.32,75,100,6.87,overcast clouds
591,Port Shepstone,ZA,-30.7414,30.455,65.32,71,100,8.46,overcast clouds
592,Premia De Mar,ES,41.4921,2.3652,53.01,78,100,1.99,overcast clouds
593,Redmond,US,47.674,-122.1215,51.98,85,100,1.01,overcast clouds
594,Zaykovo,RU,57.5613,62.7568,8.26,96,56,5.23,broken clouds
595,Portland,US,45.5234,-122.6762,58.5,68,75,1.99,broken clouds
596,Barreirinhas,BR,-2.7469,-42.8264,81.68,73,89,11.18,overcast clouds
597,San Lorenzo,PY,-25.3333,-57.5333,76.59,100,75,5.01,thunderstorm
598,Henties Bay,NA,-22.116,14.2845,59.86,92,0,0.65,clear sky
599,Prince Rupert,CA,54.3161,-130.3201,50.09,76,90,16.11,light rain
600,Sahuaripa,MX,29.05,-109.2333,75.7,37,60,5.53,broken clouds
601,Khandyga,RU,62.6667,135.6,-27.56,96,63,2.55,broken clouds
602,Mongagua,BR,-24.0931,-46.6208,85.03,87,21,6.33,few clouds
603,Tessalit,ML,20.1986,1.0114,76.95,31,21,5.48,few clouds
604,Batemans Bay,AU,-35.7167,150.1833,64.2,95,100,12.55,moderate rain
605,Bowen,AU,-20.0167,148.2333,77.34,84,100,4.23,overcast clouds
606,Nautla,MX,20.2167,-96.7833,77.63,73,9,5.06,clear sky
607,Borogontsy,RU,62.6683,131.1683,-14.8,94,97,3.38,overcast clouds
608,Sidi Ali,DZ,36.0998,0.4206,54.63,73,3,16.42,clear sky
609,Marsh Harbour,BS,26.5412,-77.0636,72.95,63,67,15.21,broken clouds
610,Mizque,BO,-17.941,-65.3402,78.8,48,35,13.51,scattered clouds
611,Norman Wells,CA,65.282,-126.8329,-18.36,76,90,11.5,light snow
612,Mocuba,MZ,-16.8392,36.9856,72.43,93,100,4.99,light rain
613,Wajid,SO,3.8093,43.2471,82.76,39,87,8.43,overcast clouds
614,Chinsali,ZM,-10.5414,32.0816,67.35,82,100,6.6,light rain
615,Vestmannaeyjar,IS,63.4427,-20.2734,37.62,72,5,25.52,clear sky
616,Marechal Candido Rondon,BR,-24.5561,-54.0567,87.26,50,95,8.39,moderate rain
617,San Lawrenz,MT,36.0553,14.204,61.86,82,62,14.81,broken clouds
618,Madaoua,NE,14.073,5.96,81.39,16,0,7.45,clear sky
619,Boddam,GB,57.4667,-1.7833,41.38,73,100,19.08,light rain
620,Luis Correia,BR,-2.8792,-41.6669,86.0,74,20,17.27,few clouds
621,Dalhousie,IN,32.5333,75.9833,41.18,30,0,6.98,clear sky
622,Mbuji-Mayi,CD,-6.15,23.6,69.87,97,100,2.68,moderate rain
623,Teodoro Sampaio,BR,-22.5325,-52.1675,84.18,57,97,11.68,heavy intensity rain
624,La Primavera,CO,5.4906,-70.4092,79.12,78,99,3.11,overcast clouds
625,Puerto Ayacucho,VE,5.6639,-67.6236,84.47,75,100,2.93,overcast clouds
626,Kedougou,SN,12.5579,-12.1743,84.78,39,0,0.0,clear sky
627,Tual,ID,-5.6667,132.75,82.78,77,100,4.94,overcast clouds
628,Kilindoni,TZ,-7.9139,39.6668,81.61,78,17,8.75,few clouds
629,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.44,41,40,24.16,scattered clouds
630,Mahibadhoo,MV,3.7833,72.9667,80.38,78,100,13.89,overcast clouds
631,Dragalina,RO,44.4333,27.3167,41.76,76,0,8.21,clear sky
632,Ozinki,RU,51.1786,49.6769,26.58,95,17,9.19,few clouds
633,Renqiu,CN,38.6989,116.0936,38.61,51,0,3.96,clear sky
634,Antofagasta,CL,-23.65,-70.4,65.48,69,11,9.26,few clouds
635,Nurota,UZ,40.5614,65.6886,35.69,66,100,9.93,overcast clouds
636,Vaida,EE,59.2906,24.9658,38.1,93,90,6.91,moderate rain
637,Muros,ES,42.7762,-9.0603,52.23,87,22,15.23,few clouds
638,Aktash,RU,50.3,87.7333,15.3,88,73,7.29,broken clouds
639,Champerico,GT,14.3,-91.9167,93.74,66,51,7.38,broken clouds
640,Gangtok,IN,27.3333,88.6167,47.3,92,100,0.65,overcast clouds
641,Linguere,SN,15.3953,-15.1193,85.96,20,99,3.89,overcast clouds
642,Fez,MA,34.0372,-4.9998,53.85,87,75,8.05,broken clouds
643,Nyagan,RU,62.1406,65.3936,4.71,92,100,6.33,overcast clouds
644,Gharo,PK,24.7424,67.5856,64.62,54,0,4.12,clear sky
645,Walvis Bay,NA,-22.9575,14.5053,60.1,77,0,9.22,clear sky
646,Cine,TR,37.6117,28.0614,56.3,85,34,1.23,scattered clouds
647,Dingle,PH,10.9995,122.6711,75.7,94,94,5.5,overcast clouds
648,Aljezur,PT,37.3191,-8.8033,52.27,76,44,8.23,scattered clouds
649,Barkhan,PK,29.8977,69.5256,53.35,30,0,2.17,clear sky
650,Kushmurun,KZ,52.4503,64.6311,16.36,92,100,14.58,overcast clouds
651,Laplace,US,30.0666,-90.4801,75.97,72,90,4.0,overcast clouds
652,Yangambi,CD,0.8102,24.4336,73.08,76,52,2.08,broken clouds
653,Nantucket,US,41.2835,-70.0995,50.14,75,87,18.14,overcast clouds
654,Tarakan,ID,3.3,117.6333,76.5,88,40,4.61,scattered clouds
655,Itapaci,BR,-14.9508,-49.5494,81.63,57,98,3.22,overcast clouds
656,Tete,MZ,-16.1564,33.5867,75.29,88,75,5.75,broken clouds
657,Misratah,LY,32.3754,15.0925,72.19,54,10,16.24,clear sky
658,Mulchen,CL,-37.7167,-72.2333,80.46,25,3,7.11,clear sky
659,Khani,GE,41.9563,42.9566,42.37,85,100,4.25,overcast clouds
660,Rio Grande,BR,-32.035,-52.0986,73.51,95,100,6.15,overcast clouds
661,Camden,US,39.7835,-74.9663,55.2,45,69,4.94,broken clouds
662,Vanavara,RU,60.34,102.2797,1.33,100,100,2.37,overcast clouds
663,Panama City,PA,8.9936,-79.5197,83.43,86,40,9.22,scattered clouds
664,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
665,Sierpc,PL,52.8568,19.6691,36.91,70,100,14.2,overcast clouds
666,Iquitos,PE,-3.7481,-73.2472,87.84,66,75,5.75,broken clouds
667,Jieshi,CN,22.8134,115.8257,62.94,74,4,10.71,clear sky
668,Bajos De Haina,DO,18.4154,-70.0332,80.56,80,40,16.11,scattered clouds
669,Itacoatiara,BR,-3.1431,-58.4442,85.59,65,67,2.93,broken clouds
670,Tokur,RU,53.1333,132.9,-2.63,100,78,2.46,broken clouds
671,Kenai,US,60.5544,-151.2583,19.02,89,90,3.44,light snow
672,Manokwari,ID,-0.8667,134.0833,78.33,81,35,2.39,scattered clouds
673,Haifa,IL,32.8156,34.9892,65.97,68,5,2.37,clear sky
674,Karratha,AU,-20.7377,116.8463,78.85,35,83,9.46,broken clouds
675,Lucapa,AO,-8.4192,20.7447,65.82,97,100,1.92,moderate rain
676,Santo Estevao,BR,-12.4303,-39.2514,72.68,88,69,8.86,broken clouds
677,Vila,PT,42.0304,-8.1588,41.32,82,32,6.13,scattered clouds
678,Necochea,AR,-38.5473,-58.7368,73.04,50,74,10.02,broken clouds
679,Edson,CA,53.5835,-116.4356,44.74,57,1,9.22,clear sky
680,Bay Roberts,CA,47.5999,-53.2648,53.06,96,100,7.0,light rain
681,Bage,BR,-31.3314,-54.1069,74.98,73,90,12.66,overcast clouds
682,Natchitoches,US,31.7668,-93.1335,67.05,94,90,5.75,overcast clouds
683,Barrancabermeja,CO,7.0653,-73.8547,84.43,71,50,2.08,scattered clouds
684,Kattivakkam,IN,13.2167,80.3167,80.08,95,100,15.3,moderate rain
685,Phan Thiet,VN,10.9333,108.1,74.32,83,100,5.7,overcast clouds
686,Yarim,YE,14.298,44.3779,50.88,42,15,5.41,few clouds
687,Kostino,RU,58.9097,53.2691,9.99,98,93,4.7,overcast clouds
688,Nokaneng,BW,-19.6667,22.2667,81.5,32,46,9.22,scattered clouds
689,Pauini,BR,-7.7136,-66.9764,88.93,54,75,3.69,broken clouds
690,Ahipara,NZ,-35.1667,173.1667,66.87,66,66,2.71,broken clouds
691,Atasu,KZ,48.6814,71.6433,7.66,93,7,3.02,clear sky
692,Qujing,CN,25.4833,103.7833,49.08,82,82,6.06,broken clouds
693,Husavik,IS,66.0449,-17.3389,30.11,93,98,28.77,snow
694,Hengyang,CN,26.8881,112.615,51.69,70,0,2.64,clear sky
695,Virarajendrapet,IN,12.2,75.8,65.3,93,97,4.61,overcast clouds
696,Pointe-Noire,CG,-4.7761,11.8635,78.33,86,100,2.1,overcast clouds
697,Guantanamo,CU,20.1444,-75.2092,81.97,60,68,11.05,broken clouds
698,Morondava,MG,-20.2833,44.2833,76.66,58,32,17.02,scattered clouds
699,Marsa Matruh,EG,31.3525,27.2453,66.61,70,6,5.93,clear sky
700,Puerto Quijarro,BO,-17.7833,-57.7667,91.56,48,100,5.1,overcast clouds
701,Yichun,CN,47.7,128.9,5.92,97,99,3.11,overcast clouds
702,Balikpapan,ID,-1.2675,116.8289,75.11,91,100,3.94,overcast clouds
703,Lebedyan,RU,53.0194,39.1664,34.52,78,100,13.22,overcast clouds
704,Svetlogorsk,BY,52.6333,29.7333,33.31,76,7,14.72,clear sky
705,Peniche,PT,39.3558,-9.3811,51.62,74,32,15.73,scattered clouds
706,Xihe,CN,31.6864,113.4659,49.69,51,0,2.66,clear sky
707,Shingu,JP,33.7333,135.9833,49.96,83,0,5.88,clear sky
